OBJECTID,MSOA11CD,BNG_E,BNG_N,Borough,msoa11hclnm,geometry,pub_tra_stops,bus_stops,rail_stops,Middle Super Output Area,BAME_per_2011,land_area_hectares,pop_den_2011,median_house_price_2012,level_4_per_2011,unemployment_rate_2011,median_income_2011/12,deprived_household_per_2010,bad_health_per_2011,no_car_per_2011,one_car_per_2011,car_per_household_2011,Unnamed: 0,MSOA,car_Tobs,bus_Tobs,rail_Tobs,car_ave_t,bus_ave_t,rail_ave_t,total_ave_t,total_Tobs,car_per,bus_per,rail_per,pub_per,pub_tra_stops_den,bus_stops_den,rail_stops_den,one_car_or_more_per_2011
734,E02000758,542845,190528,Redbridge,Clayhall North,"POLYGON ((543451.824 190837.165999999, 543434.956 190722.380999999, 543336.897 190749.1065, 543317.9841999999 190710.429300001, 543295 190625, 543361.872 190572.573999999, 543438.501 190548.252, 543449.442 190579.231000001, 543509.942 190528.733999999, 543506.938 190486.402000001, 543560.17 190501.182, 543638.365 190458.135, 543625.5919999999 190418.227, 543723.0550000001 190362.187000001, 543718.415 190275.591, 543582.9795 190345.9175, 543529.938 190340.669, 543538.907 190274.585000001, 543504.007 190288.8125, 543483 190258, 543478.9845 190186.045, 543391.49 190191.908, 543378.719 190139.575999999, 543430.2304999999 190119.870999999, 543427.061 190078.761, 543380.398 190080.823999999, 543270.8125 190086.081, 543221.291 190087.759, 543011.46 190094.284, 542690.8371 190104.1425, 542348.0214 190113.1176, 542256.25 190100.344000001, 542141.0354000001 190020.104, 542048.5186 189927.395199999, 542028.6615 189905.239499999, 541935.3909999999 189976.035800001, 541986.187 190042.797, 541946.125 190067.719000001, 542058.438 190223.537, 542134.893 190294.017000001, 542167.7879999999 190354.731000001, 542240.872 190484.813999999, 542176.438 190517.391000001, 542217.882 190595.08, 542348.622 190832.032, 542507.998 191150.528000001, 542948.7648 190987.530999999, 543192.9788 190900.2016, 543425.893 190843.558, 543451.824 190837.165999999))",9.0,9.0,0.0,E02000758,51.1,114.7,52.5,281000,0.27107158,8.0,31201,18.1,4.2,20.7,41.9,1.3,758.0,E02000758,970,202,545,5.453513754762884,24.239530928217818,23.45992746787157,13.379122923476992,1717,56.49388468258591,11.76470588235294,31.74140943506115,43.50611531741409,0.07846556233653007,0.07846556233653007,0.0,79.3
735,E02000759,541347,190292,Redbridge,Roding,"POLYGON ((541414.8489 191158.797700001, 541595.063 191073.062000001, 541621.817 191096.607999999, 541639.581 191097.194, 541737.124 191091.828, 541766.813 191020.655999999, 541735.15 190978.562000001, 541897.779 190962.597999999, 542092.6198 190906.3826, 542207.961 190870.544, 542263.656 190854.869999999, 542348.622 190832.032, 542217.882 190595.08, 542176.438 190517.391000001, 542240.872 190484.813999999, 542167.7879999999 190354.731000001, 542134.893 190294.017000001, 542058.438 190223.537, 541946.125 190067.719000001, 541986.187 190042.797, 541935.3909999999 189976.035800001, 541830.2341999999 190040.4835, 541624.157 190134.361, 541247.27 190272.259, 541253.1848 190147.691400001, 541353.438 190054.017000001, 541438.688 190040.266000001, 541515.313 189927.687000001, 541498.6154 189387.7476, 541309.2065 189291.559, 541240.036 189301.659, 541063.656 189417.505999999, 540991.75 189369.620999999, 541007.563 189327.078, 540856.25 189252.780999999, 540756.8845 189209.771, 540740.629 189246.32, 540775.1666999999 189263.464299999, 540752.812 189309.203, 540715.397 189311.171499999, 540726.001 189346.952, 540582.4939999999 189401.538000001, 540549.5934 189348.0408, 540491.438 189370.719000001, 540421.5788 189338.577500001, 540479 189500, 540496.885 189693.092, 540486.375 189721.547, 540502.6183 189801.4027, 540534.4506 190005.4516, 540539.775 190082.429, 540548.548 190184.351, 540557.2982 190271.5866, 540597.3946999999 190554.0217, 540647.8961 190766.284700001, 540666.9 190832.009, 540670.392 190843.869000001, 540742.71 191081.3226, 540745.747 191090.823000001, 540808.922 191289.5844, 540834.004 191374.0756, 541122.675 191267.714500001, 541171.5984 191250.0998, 541238.0172 191224.0832, 541324.7514 191191.6252, 541351.621 191181.789999999, 541414.8489 191158.797700001))",35.0,34.0,1.0,E02000759,37.2,234.4,52.6,315000,0.370270851,6.6,38454,14.9,2.8,24.5,49.8,1.1,759.0,E02000759,1581,254,2183,5.385625406691966,23.82233895551181,21.09967568071461,15.088636105943255,4018,39.34793429566949,6.32155301144848,54.330512692882024,60.65206570433052,0.1493174061433447,0.14505119453924914,0.004266211604095563,75.5
736,E02000760,543857,190242,Redbridge,Barkingside North,"POLYGON ((544131.438 190837.858999999, 544163.682 190743.983999999, 544210.949 190760.411499999, 544345.1346 190568.350400001, 544415.25 190487.625, 544391.005 190447.218, 544497.938 190418.5, 544494.312 190391.966, 544509 190380.307, 544532.7965000001 190377.226500001, 544426.723 190183.647, 544312.211 189941.533, 544248.4388 189738.552200001, 544217.078 189603.771, 544163.058 189531.336999999, 543965.625 189624.503, 543887.6139999999 189678.552999999, 543903.8035 189712.122, 543715.3 189817.765000001, 543578.8036 189714.198000001, 543508.6394 189654.314999999, 543330.6598 189789.2958, 543201.282 189884.706, 543180.724 189900.8815, 543270.7372 190044.2728, 543270.8125 190086.081, 543380.398 190080.823999999, 543427.061 190078.761, 543430.2304999999 190119.870999999, 543378.719 190139.575999999, 543391.49 190191.908, 543478.9845 190186.045, 543483 190258, 543504.007 190288.8125, 543538.907 190274.585000001, 543529.938 190340.669, 543582.9795 190345.9175, 543718.415 190275.591, 543723.0550000001 190362.187000001, 543625.5919999999 190418.227, 543638.365 190458.135, 543560.17 190501.182, 543506.938 190486.402000001, 543509.942 190528.733999999, 543449.442 190579.231000001, 543438.501 190548.252, 543361.872 190572.573999999, 543295 190625, 543317.9841999999 190710.429300001, 543336.897 190749.1065, 543434.956 190722.380999999, 543451.824 190837.165999999, 543611.3806 190798.596799999, 543633.544 190793.364, 543642.5321 190791.25, 543900.4591 190736.387700001, 544019.583 190746.1655, 544081.044 190796.624, 544131.438 190837.858999999))",19.0,19.0,0.0,E02000760,46.3,103.9,67.9,262500,0.259711432,7.7,29907,22.3,4.1,28.0,43.6,1.1,760.0,E02000760,960,199,789,6.292144351364585,22.631991436180904,22.93829705703422,14.70356327059035,1948,49.28131416837782,10.21560574948665,40.50308008213552,50.71868583162218,0.18286814244465832,0.18286814244465832,0.0,72.0
737,E02000762,543032,189110,Redbridge,Barkingside West,"POLYGON ((544163.058 189531.336999999, 544029 189301, 543996.14 189322.271, 544011.876 189362.717, 543940.711 189388.535, 543878.194 189496.973999999, 543766.791 189306.491, 543716.402 189330.422, 543679.726 189269.204, 543716.1850000001 189218.931, 543678.929 189164.522, 543627 189125, 543589.767 189151.790999999, 543443.01 189228.466, 543337.167 189196.176999999, 543233.388 189119.458000001, 543289.1184 189042.0288, 543129.318 188921.310000001, 543188.995 188846.59, 543167.291 188828.338, 543210.153 188798.347999999, 543187.924 188779.588, 543204.127 188739.977, 543076.5598 188676.1984, 543101.7389999999 188652.719000001, 543240.487 188520.513, 543267 188456, 543248.9674 188433.183599999, 543010.911 188432.567, 542860.8446 188421.287799999, 542640.0606 188401.9516, 542636.225 188445.801000001, 542557.4253 188710.8124, 542510.3305 188822.749500001, 542498.5989 188850.704500001, 542673.86 188986.425000001, 542703.741 189012.944, 542733.578 189040.555, 542946.8511 189203.8287, 543137.0423 189351.943399999, 543218.3912 189417.4636, 543268.876 189458.890000001, 543450.8884000001 189608.3279, 543508.6394 189654.314999999, 543578.8036 189714.198000001, 543715.3 189817.765000001, 543903.8035 189712.122, 543887.6139999999 189678.552999999, 543965.625 189624.503, 544163.058 189531.336999999))",11.0,9.0,2.0,E02000762,62.5,80.0,79.6,327000,0.347442681,6.8,40869,11.1,4.0,19.1,41.3,1.3,761.0,E02000762,897,141,929,5.257241226287628,22.306041390070902,20.81377853153929,13.826587428459582,1967,45.602440264361974,7.1682765632943495,47.22928317234367,54.397559735638026,0.1375,0.1125,0.025,80.9
738,E02000763,546333,190199,Redbridge,Aldborough Hatch,"POLYGON ((547433.0346 189612.0604, 547482.063 189374.094000001, 547510.063 189373.905999999, 547536.875 189301.016000001, 547533.139 189227.090500001, 547515.102 189127.605, 547514.541 189119.705, 547340.3 189134.907, 546810.9098 189180.658399999, 546531.313 189187.25, 546251.3047 189129.4954, 546196.41 189109.946, 546007.002 189016.762, 545779.379 188832.499, 545598.4153 188675.1423, 545461.3540000001 188557.761, 545369.513 188485.141000001, 545211.194 188393.403000001, 544985.612 188315.550000001, 544903.6547 188290.8638, 544887.775 188375.028999999, 544870.1800000001 188346.243000001, 544838.611 188423.43, 544793.568 188519.831, 544710 188552, 544784.091 188582.169, 544707.367 188591.884, 544663.378 188705.666999999, 544664.5870000001 188766.834000001, 544590.532 188830.085999999, 544688.795 188879.387, 544702.399 188932.374, 544536.164 188982.831, 544533.399 189023.055, 544501 189026, 544509.105 189108.899, 544393.08 189111.174000001, 544420.579 189270.537, 544471.25 189269.8015, 544486.6212000001 189310.5284, 544466.069 189317.635, 544493.302 189353.186000001, 544374.848 189315.564999999, 544318.451 189348.287, 544347.0209999999 189412.388, 544440.519 189453.446, 544529.002 189556.65, 544523.4399999999 189599.306, 544634.1755 189575.7875, 544675.7120000001 189621.164999999, 544672.361 189626.908, 544696 189631, 544806 189599.094000001, 544867.061 190154.138, 544934.4992 190579.205600001, 545234.713 190727.672, 545632.792 190924.547, 546194.375 191201.828, 546510.5 191357.298, 546735.7768 191522.6502, 547525.688 192108.016000001, 547773.188 191820.687000001, 547961.938 191699.780999999, 548062.875 191594.219000001, 548453.813 190810.125, 547973.4645999999 190348.166999999, 547618.188 190059.891000001, 547728.5601 189781.128900001, 547519.7224 189711.401799999, 547412.2455 189680.672499999, 547433.0346 189612.0604))",22.0,20.0,2.0,E02000763,60.2,773.5,9.0,250000,0.30802644,7.5,31475,17.9,4.1,24.1,47.3,1.1,762.0,E02000763,903,192,1010,6.258476030675528,26.33599584010417,20.36434876051485,14.857913209083137,2105,42.8978622327791,9.12114014251781,47.98099762470308,57.10213776722091,0.028442146089204912,0.025856496444731737,0.002585649644473174,75.9
739,E02000764,540238,188800,Redbridge,Snaresbrook,"POLYGON ((539580.3149999999 190315.390000001, 539789.4748 190253.259400001, 540071.699 190190.699999999, 540105.313 190208.155999999, 540151.991 190134.794, 540180.8320000001 190132.857999999, 540187.3540000001 190132.022, 540188.281 190123.115, 540180.628 189805.903999999, 540177.0600000001 189767.537, 540160.821 189677.892999999, 540219.4945 189648.129000001, 540209.75 189598.486, 540287.605 189600.949999999, 540343.684 189580.920499999, 540298.813 189479.767000001, 540399.438 189445.608999999, 540463.797 189634.3375, 540486.375 189721.547, 540496.885 189693.092, 540479 189500, 540421.5788 189338.577500001, 540491.438 189370.719000001, 540549.5934 189348.0408, 540582.4939999999 189401.538000001, 540726.001 189346.952, 540715.397 189311.171499999, 540752.812 189309.203, 540775.1666999999 189263.464299999, 540740.629 189246.32, 540756.8845 189209.771, 540856.25 189252.780999999, 540900.632 189169.578, 540839.125 189135.797, 540873.397 189058.714500001, 540791.813 189017.187000001, 540757.939 189090.687000001, 540764.188 189051.578, 540635.605 188988.414000001, 540605.387 188975.848999999, 540636.3974 188914.174000001, 540665.7301 188855.8081, 540785.438 188907.187000001, 540845.4895 188843.6675, 540808.286 188784.368000001, 540870.438 188814.733999999, 540911.188 188769.812999999, 540879.697 188741.317500001, 540893.002 188705.107000001, 540945.688 188680.858999999, 540970.063 188703.468, 541008.178 188656.897600001, 540968.063 188636.405999999, 540938.492 188517.641000001, 540870.0045 188511.823000001, 540880.375 188461.608999999, 540778.125 188421.499, 540766.813 188445.657, 540699.958 188401.182, 540702.366 188305.33, 540629.2592 188252.892000001, 540419.138 188126.987, 540395.765 188112.343, 540204.846 187987.114, 540197.171 187982.211999999, 540024.905 187871.752, 540009.8101999999 187862.271600001, 539949.2675 187834.9175, 539909.875 187897.469000001, 539838.8184 187928.125399999, 539837.7718 187951.671599999, 539898.064 188099.562000001, 539891.279 188372.085999999, 539842.39 188591.604599999, 539726.8199999999 188906.613, 539756.5455 188924.834000001, 539725.25 188996.108999999, 539739.171 189083, 539660.584 189085.443, 539616.7712 189114.563200001, 539591.3100000001 189134.3695, 539567.3046 189336.010399999, 539556.817 189423.216, 539541.058 189569.876, 539510.4570000001 189863.289999999, 539468.5 190080.844000001, 539480.623 190303.823999999, 539539.813 190286.562000001, 539548.563 190324.405999999, 539580.3149999999 190315.390000001))",33.0,29.0,4.0,E02000764,30.2,198.6,60.5,276000,0.50079713,4.3,48028,9.9,3.8,32.1,45.9,1.0,763.0,E02000764,1493,182,2825,5.44093166861353,22.24500433296703,18.40102065536283,14.25661891583111,4500,33.17777777777778,4.04444444444444,62.77777777777778,66.82222222222222,0.1661631419939577,0.1460221550855992,0.02014098690835851,67.9
740,E02000765,543716,188892,Redbridge,Barkingside East,"POLYGON ((543996.14 189322.271, 544029 189301, 543927.0458 189163.947699999, 543965.75 189133.358999999, 543949.8540000001 189110.638, 544253.7434 188934.4112, 544289.047 188915.555500001, 544272.7895 188873.221999999, 544253.463 188888.994999999, 544163.422 188863.892000001, 544139.7595 188829.419500001, 544094.79 188853.658, 544079.7505 188796.048, 544022.688 188775.875, 544009.7815 188745.293, 544040.804 188726.854, 544019.222 188697.764, 543960.8034 188597.616900001, 543922.8975 188523.997500001, 543892.5265 188540.101500001, 543873.818 188505.625, 543888.7574 188417.097999999, 543887.412 188411.535, 543856.063 188286.969000001, 543673.757 188333.245999999, 543480.078 188381.998, 543364.6118 188412.362199999, 543248.9674 188433.183599999, 543267 188456, 543240.487 188520.513, 543101.7389999999 188652.719000001, 543076.5598 188676.1984, 543204.127 188739.977, 543187.924 188779.588, 543210.153 188798.347999999, 543167.291 188828.338, 543188.995 188846.59, 543129.318 188921.310000001, 543289.1184 189042.0288, 543233.388 189119.458000001, 543337.167 189196.176999999, 543443.01 189228.466, 543589.767 189151.790999999, 543627 189125, 543678.929 189164.522, 543716.1850000001 189218.931, 543679.726 189269.204, 543716.402 189330.422, 543766.791 189306.491, 543878.194 189496.973999999, 543940.711 189388.535, 544011.876 189362.717, 543996.14 189322.271))",16.0,11.0,5.0,E02000765,66.0,72.7,88.4,284995,0.35582946,6.9,35880,14.8,3.6,27.2,43.8,1.1,764.0,E02000765,768,162,1033,5.459672917473955,20.07561305617284,21.6605024392062,15.191328138267956,1963,39.1237901171676,8.25267447784004,52.62353540499236,60.8762098828324,0.2200825309491059,0.15130674002751032,0.0687757909215956,72.8
741,E02000767,544380,188737,Redbridge,Newbury Park,"POLYGON ((544454.071 189736.573000001, 544586.013 189647.316, 544609.25 189663.687000001, 544672.361 189626.908, 544675.7120000001 189621.164999999, 544634.1755 189575.7875, 544523.4399999999 189599.306, 544529.002 189556.65, 544440.519 189453.446, 544347.0209999999 189412.388, 544318.451 189348.287, 544374.848 189315.564999999, 544493.302 189353.186000001, 544466.069 189317.635, 544486.6212000001 189310.5284, 544471.25 189269.8015, 544420.579 189270.537, 544393.08 189111.174000001, 544509.105 189108.899, 544501 189026, 544533.399 189023.055, 544536.164 188982.831, 544702.399 188932.374, 544688.795 188879.387, 544590.532 188830.085999999, 544664.5870000001 188766.834000001, 544663.378 188705.666999999, 544707.367 188591.884, 544784.091 188582.169, 544710 188552, 544793.568 188519.831, 544838.611 188423.43, 544870.1800000001 188346.243000001, 544887.775 188375.028999999, 544903.6547 188290.8638, 544781.6679999999 188240.745999999, 544773.36 188236.959000001, 544661.327 188188.397, 544519.5 188138.5, 544415.042 188147.213, 544327.591 188169.147, 544227.0625999999 188194.3454, 544119.175 188221.7578, 544009.883 188249, 543856.063 188286.969000001, 543887.412 188411.535, 543888.7574 188417.097999999, 543873.818 188505.625, 543892.5265 188540.101500001, 543922.8975 188523.997500001, 543960.8034 188597.616900001, 544019.222 188697.764, 544040.804 188726.854, 544009.7815 188745.293, 544022.688 188775.875, 544079.7505 188796.048, 544094.79 188853.658, 544139.7595 188829.419500001, 544163.422 188863.892000001, 544253.463 188888.994999999, 544272.7895 188873.221999999, 544289.047 188915.555500001, 544253.7434 188934.4112, 543949.8540000001 189110.638, 543965.75 189133.358999999, 543927.0458 189163.947699999, 544029 189301, 544163.058 189531.336999999, 544217.078 189603.771, 544248.4388 189738.552200001, 544454.071 189736.573000001))",16.0,16.0,0.0,E02000767,62.3,87.7,87.7,267500,0.331356937,7.3,33318,17.3,4.1,26.0,47.2,1.1,765.0,E02000767,930,187,1159,6.017130005204301,25.875874581283416,21.267853494245035,15.414833765979786,2276,40.86115992970123,8.21616871704745,50.92267135325132,59.13884007029877,0.18244013683010263,0.18244013683010263,0.0,74.0
742,E02000768,541109,188410,Redbridge,Wanstead,"POLYGON ((541240.036 189301.659, 541309.2065 189291.559, 541498.6154 189387.7476, 541508.5 189227.478, 541502.499 189086.298, 541639.0376 188718.942199999, 541683.545 188617.932, 541606.688 188481.530999999, 541519.5 188406.532, 541498.1226 188333.614399999, 541495.4179999999 188321.796, 541469.5 188171.577, 541573.813 188116.078, 541794.1984 187888.314400001, 541504.872 187574.397, 541272.621 187414.368000001, 541078.086 187402.02, 540974.046 187417.966, 540852.985 187468.387, 540870.233 187533.669, 540901.035 187792.503, 540654.8645 187734.966, 540640.6459999999 187776.515000001, 540579.201 187771.214, 540429.468 187659.892000001, 540388.446 187672.140000001, 540380.1945 187726.999, 540333 187726.999, 540332 187820.016000001, 540289.068 187820.089, 540296.769 187780.848999999, 540016.1218 187780.99, 540009.8101999999 187862.271600001, 540024.905 187871.752, 540197.171 187982.211999999, 540204.846 187987.114, 540395.765 188112.343, 540419.138 188126.987, 540629.2592 188252.892000001, 540702.366 188305.33, 540699.958 188401.182, 540766.813 188445.657, 540778.125 188421.499, 540880.375 188461.608999999, 540870.0045 188511.823000001, 540938.492 188517.641000001, 540968.063 188636.405999999, 541008.178 188656.897600001, 540970.063 188703.468, 540945.688 188680.858999999, 540893.002 188705.107000001, 540879.697 188741.317500001, 540911.188 188769.812999999, 540870.438 188814.733999999, 540808.286 188784.368000001, 540845.4895 188843.6675, 540785.438 188907.187000001, 540665.7301 188855.8081, 540636.3974 188914.174000001, 540605.387 188975.848999999, 540635.605 188988.414000001, 540764.188 189051.578, 540757.939 189090.687000001, 540791.813 189017.187000001, 540873.397 189058.714500001, 540839.125 189135.797, 540900.632 189169.578, 540856.25 189252.780999999, 541007.563 189327.078, 540991.75 189369.620999999, 541063.656 189417.505999999, 541240.036 189301.659))",12.0,10.0,2.0,E02000768,30.3,169.9,33.3,421250,0.474260679,4.3,52445,7.1,2.8,20.8,48.6,1.2,766.0,E02000768,807,90,1119,5.15883072503098,19.492575681111116,17.89319690455764,12.867061281051589,2016,40.0297619047619,4.46428571428571,55.50595238095239,59.970238095238095,0.07062978222483814,0.05885815185403178,0.011771630370806356,79.2
743,E02000769,547236,188324,Redbridge,Chadwell Heath West,"POLYGON ((547882.61 189049.429, 547921.622 188943.192, 547770.6624 188886.7622, 547735.4735 188840.823799999, 547778.26 188711.117000001, 547804.36 188626.83, 547696.983 188556.9322, 547642.3913 188528.662699999, 547655.121 188431.359200001, 547656.586 188376.215, 547662.6536 188271.819399999, 547701.8100000001 188170.098999999, 547767.625 188214.733999999, 547817.938 188037.594000001, 547764.824 188024.107000001, 547700.275 188007.693499999, 547715.1654000001 187914.5438, 547746.4408 187885.652799999, 547721.5802 187758.9564, 547700.931 187707.665999999, 547699.5649999999 187618.603, 547482.007 187566.924000001, 547328.4527 187527.136600001, 547223.8782 187500.2322, 547070.3854 187459.559, 546981.9804999999 187437.166999999, 546955.625 187468.891000001, 546962.503 187600.721999999, 546961.401 187632.572000001, 546982.6465 187641.288000001, 546954.813 187727.047, 547011.0882999999 187849.9597, 547032.25 187878.078, 547003.393 187942.464, 546949.499 188022.546, 546909.375 188089.297, 547038.688 188067.328, 547048.2193999999 188196.397500001, 546961.606 188238.290999999, 546923.625 188251.5, 546915.688 188209.204, 546846.75 188251.937000001, 546790.4095 188227.142999999, 546775.688 188174.655999999, 546746.096 188189.041999999, 546544.375 188254.766000001, 546551.428 188289.532, 546602.116 188551.971000001, 546630.558 188628.593, 546598.291 188675.7915, 546641.875 188663.205, 546683.313 188797.047, 546724.9333 188785.1862, 546798.063 188972.75, 546799.612 189021.976500001, 546745.873 188993.722999999, 546810.9098 189180.658399999, 547340.3 189134.907, 547514.541 189119.705, 547813.7474 189096.524599999, 547856.813 189093.687000001, 547882.61 189049.429))",17.0,17.0,0.0,E02000769,56.9,151.4,96.5,240000,0.285195531,7.9,30912,18.5,3.2,27.7,47.0,1.0,767.0,E02000769,2016,496,1910,5.8333289734623,24.247116484677413,21.53762623539268,14.681914766282226,4422,45.59023066485753,11.21664405246494,43.19312528267752,54.409769335142464,0.11228533685601057,0.11228533685601057,0.0,72.3
744,E02000770,545041,188053,Redbridge,Seven Kings Park,"POLYGON ((546012.813 188130.687000001, 546010.9350000001 188049.673, 545869.715 188057.835000001, 545533.338 188077.873, 545424.769 188084.613, 545394.524 188046.886, 545362.3895 187969.543500001, 545384.387 187881.141000001, 545336.314 187884.672, 545322.4038 187777.5616, 545364.807 187778.523499999, 545334.878 187661.289999999, 545301.017 187534.126, 545287.9386 187482.7556, 545235.5 187282.312000001, 545143.772 187268.668, 545139.807 187217.922, 545091.132 187221.700999999, 545087.375 187131.187000001, 545214.625 187139.391000001, 545218.688 187050.141000001, 545209.656 187048.105, 545095.438 187022.358999999, 544900.405 186976.131999999, 544899.797 186988.879000001, 544865.806 187093.578500001, 544920.397 187220.1635, 545043.463 187189.732000001, 545052.398 187223.066, 544903.6585 187267.197000001, 544949.384 187353.838, 544863.578 187396.579, 544858.236 187494.946, 544895.873 187492.177999999, 544885.177 187570.069, 544942.2142 187568.7699, 544941 187599.536, 544978.773 187605.402000001, 544982.655 187682.475, 545176.6753999999 187659.968, 545184.0183999999 187701.091600001, 544973.129 187719.48, 544976.193 187797.16, 544890.427 187791.404999999, 544838 187788, 544835.777 187821.346999999, 544703.53 187828.586999999, 544564.37 187830.612, 544534.504 187859.880999999, 544522.08 187987.679, 544554.894 187988.857999999, 544654.3765 187994.529999999, 544661.235 187953.105, 544729.441 187954.501, 544725.581 188040.093, 544662.7528 188036.5858, 544625.0095 188101.267000001, 544682 188143, 544661.327 188188.397, 544773.36 188236.959000001, 544781.6679999999 188240.745999999, 544903.6547 188290.8638, 544985.612 188315.550000001, 545211.194 188393.403000001, 545369.513 188485.141000001, 545461.3540000001 188557.761, 545598.4153 188675.1423, 545779.379 188832.499, 546007.002 189016.762, 546196.41 189109.946, 546251.3047 189129.4954, 546131.241 188917.975, 546057.188 188713.797, 546061.8205 188583.570499999, 546110.433 188474.396, 546121.6679999999 188403.865, 546126.938 188294.562000001, 546068.7340000001 188202.613, 546012.813 188130.687000001))",6.0,6.0,0.0,E02000770,75.1,116.5,65.6,264263,0.328740505,7.7,29862,20.3,3.3,29.4,43.2,1.0,768.0,E02000770,917,230,1049,5.955233007088328,24.479664352173906,22.03771970029553,15.577795735022772,2196,41.75774134790528,10.4735883424408,47.76867030965391,58.24225865209471,0.05150214592274678,0.05150214592274678,0.0,70.6
745,E02000772,546491,188252,Redbridge,Goodmayes North,"POLYGON ((546810.9098 189180.658399999, 546745.873 188993.722999999, 546799.612 189021.976500001, 546798.063 188972.75, 546724.9333 188785.1862, 546683.313 188797.047, 546641.875 188663.205, 546598.291 188675.7915, 546630.558 188628.593, 546602.116 188551.971000001, 546551.428 188289.532, 546544.375 188254.766000001, 546746.096 188189.041999999, 546775.688 188174.655999999, 546790.4095 188227.142999999, 546846.75 188251.937000001, 546915.688 188209.204, 546923.625 188251.5, 546961.606 188238.290999999, 547048.2193999999 188196.397500001, 547038.688 188067.328, 546909.375 188089.297, 546949.499 188022.546, 547003.393 187942.464, 547032.25 187878.078, 547011.0882999999 187849.9597, 546954.813 187727.047, 546982.6465 187641.288000001, 546961.401 187632.572000001, 546962.503 187600.721999999, 546955.625 187468.891000001, 546981.9804999999 187437.166999999, 546796.974 187391.957, 546593.703 187346.334000001, 546370.51 187291.2084, 546073.7709999999 187212.567500001, 546141.726 187345.797, 546043.981 187310.191, 546047.11 187341.8554, 546009.936 187345.670499999, 546020.866 187415.011, 545934.248 187446.392999999, 545936.9080000001 187643.986, 545972.331 187660.077, 546036.04 187846.051999999, 546017.627 187908.112, 546010.9350000001 188049.673, 546012.813 188130.687000001, 546068.7340000001 188202.613, 546126.938 188294.562000001, 546121.6679999999 188403.865, 546110.433 188474.396, 546061.8205 188583.570499999, 546057.188 188713.797, 546131.241 188917.975, 546251.3047 189129.4954, 546531.313 189187.25, 546810.9098 189180.658399999))",28.0,27.0,1.0,E02000772,73.2,140.3,59.0,250000,0.329742468,9.4,29724,18.8,3.6,31.7,44.7,1.0,769.0,E02000772,911,261,1025,6.115213301427001,25.39137496701149,21.41801225460488,15.544638482002732,2197,41.46563495675922,11.87983614019117,46.65452890304961,58.53436504324079,0.19957234497505344,0.1924447612259444,0.0071275837491090515,68.3
746,E02000773,544663,187608,Redbridge,Ley Street,"POLYGON ((544415.042 188147.213, 544519.5 188138.5, 544661.327 188188.397, 544682 188143, 544625.0095 188101.267000001, 544662.7528 188036.5858, 544725.581 188040.093, 544729.441 187954.501, 544661.235 187953.105, 544654.3765 187994.529999999, 544554.894 187988.857999999, 544522.08 187987.679, 544534.504 187859.880999999, 544564.37 187830.612, 544703.53 187828.586999999, 544835.777 187821.346999999, 544838 187788, 544890.427 187791.404999999, 544976.193 187797.16, 544973.129 187719.48, 545184.0183999999 187701.091600001, 545176.6753999999 187659.968, 544982.655 187682.475, 544978.773 187605.402000001, 544941 187599.536, 544942.2142 187568.7699, 544885.177 187570.069, 544895.873 187492.177999999, 544858.236 187494.946, 544863.578 187396.579, 544949.384 187353.838, 544903.6585 187267.197000001, 545052.398 187223.066, 545043.463 187189.732000001, 544920.397 187220.1635, 544865.806 187093.578500001, 544899.797 186988.879000001, 544900.405 186976.131999999, 544683.931 186912.865499999, 544562.6864 186870.746400001, 544549.5 186865.741, 544386.1653 186803.711999999, 544341.938 186849.172, 544415.313 186929.155999999, 544374.063 187007.983999999, 544418.8638000001 187039.352, 544396.438 187067.483999999, 544426.5 187096.562000001, 544382.5 187082, 544353.4823 187119.343699999, 544254.97 187240.52, 544224.388 187280.932, 544245.6035 187316.9005, 544196.6535 187376.3565, 544222.937 187405.498, 544358.438 187547.578, 544358.732 187600.754000001, 544278.7929999999 187663.801000001, 544225.718 187705.346000001, 544172.29 187747.346000001, 544023.313 187867.094000001, 543995.25 187883.511, 543970.125 187844.547, 543911.423 187920.619000001, 543743.077 188062.098999999, 543706.875 188043.047, 543711.438 188083.797, 543611.849 188159.968, 543458.4408 188288.8654, 543383.157 188295.426999999, 543353.314 188329.92, 543383.611 188365.920499999, 543364.6118 188412.362199999, 543480.078 188381.998, 543673.757 188333.245999999, 543856.063 188286.969000001, 544009.883 188249, 544119.175 188221.7578, 544227.0625999999 188194.3454, 544327.591 188169.147, 544415.042 188147.213))",18.0,18.0,0.0,E02000773,79.0,95.2,99.7,296500,0.338308458,8.8,30462,23.5,3.3,26.0,47.1,1.1,770.0,E02000773,1068,268,1252,5.825706328080528,24.760997785447767,20.914074703674125,15.085866805985322,2588,41.26738794435858,10.35548686244204,48.377125193199376,58.73261205564142,0.18907563025210083,0.18907563025210083,0.0,74.0
